Date,Content
21.10.2023,"Prime Minister Meloni, Giorgia,
 
Thank you for coming here and for standing with Israel. We always say there's one thing better than standing with Israel. It's standing in Israel. We welcome you for coming here. This is our darkest hour. 
 
We have to defeat this barbarism. This is a battle between the forces of civilization and really, monstrous barbarians who murdered, mutilated, raped, beheaded, burned innocent people, babies, grandmothers.
This is a test, a test of civilization and we will win. And we expect all the countries that lined up to fight ISIS, to line up and fight Hamas, because Hamas is the new ISIS. 
 
So, thank you for coming here.""
 
Italian Prime Minister Meloni:
 
Prime Minister, I'm happy to be here. I felt it was very important to come personally to bring the solidarity of the Italian government and the Italian people, and to tell you that we saw images that were incredible about what happened two weeks ago. That showed something more than simply, well, a war. They showed somebody who wants to cancel Jewish people from this region. And it is up to antisemitism. That is something we have to fight yesterday and today.
 
We defend the right of Israel existing, of defending itself, security for its people. And we absolutely understand that terrorism has to be fought. We believe and we think that you are able to do that in the best way, for we are different from those terrorists"
22.10.2023,"Prime Minister Benjamin Netanyahu, this evening, at the Kirya in Tel Aviv, met with Cypriot President Nikos Christodoulides.

Prime Minister Netanyahu, at the start of the meeting:

""Nikos, my friend, you are coming at a time which I can say is our darkest hour.

It is a battle of civilization against barbarism. What we saw in Gaza, along our communities is beyond description. It is savagery that is the worst that we've seen against Jewish people since the Holocaust. They murdered children in front of their parents and parents in front of their children, burned people alive, decapitated people, raped and murdered women. Babies who were hiding in the attic, they killed them. Today we discovered a grandmother in a secret attic holding her grandchild. They murdered both of them.

This is savagery on a scale that is unimaginable. And our battle against Hamas is the battle of civilization against barbarism.

Hamas, I said in the UN ten years ago, almost a decade ago, Hamas is ISIS. People didn’t believe me. Now they know it's actually worse than ISIS, as President Biden said, and Chancellor Scholz said that Hamas are the new Nazis.

The world united to fight the Nazis. The civilized world united to fight ISIS. And now, the civilized world should stand with us as we defeat ISIS. This is our goal.

Thank you for your strong support from the start"
19.10.2023,"I am here with Golani soldiers from all parts of the country. They have fought like lions and will fight like lions.

We are going to win with full force.

The entire people of Israel are behind you and we will deal harsh blows to our enemies in order to achieve victory. To victory!""

Prime Minister Netanyahu spoke with the soldiers and heard about their fighting spirit. He also heard from the Head of IDF Ground Forces Maj.-Gen. Tamir Yadai about the difficult battles the soldiers have been involved in since the onset of combat and about their future deployment"
19.10.2023,"Prime Minister Sunak, Rishi, I want to thank you for your solidarity, your clear unwavering support from the minute this war began. I think the fact that you came to Israel tells us a lot.

I said to President Biden yesterday, if there is one thing more heartwarming than standing with Israel it’s standing in Israel. And the fact that you came here to do that is a very strong statement of support which we deeply appreciate it.
 
Chancellor Scholz, who also visited here called Hamas the new Nazis. He was right. You fought the Nazis 80 years ago resolutely and the entire world supported your action. President Biden called Hamas worse than ISIS. He’s right too.

Hamas are the new Nazis, they’re the new ISIS, and we have to fight them together just as the civilized world united to fight the Nazis and united to fight Hamas, it must together now stand with Israel as we fight and defeat Hamas.

This is not merely our battle. It’s the battle of the entire civilized world. It’s the battle of Israel, it’s the battle of the moderate Arab countries, it’s the battle of Western civilization, the battle of the free world, the battle for the future.

We have here two forces. One is an axis of evil, led by Iran through Hezbollah, Hamas and others that want to bring back the Middle East to the Middle Ages, to an age of bondage and war and slavery and annihilation. 

The other force are the forces of progress and humanity that want to push the Middle East into a world of peace and prosperity. We were on the cusp of expanding that peace and destroying that move was one of the reasons why this action was taken. We have to resist it and we have to win.

Above all, we have to win. 

We have to release the hostages. You have nationals. I understand, I know you do, that they have our children, babies, women, elderly, Holocaust survivors and your nationals. And we have to work together in every way possible, and we’re doing that, to get them back.

I appreciate the fact that you also sent some military forces into the region. We discussed practical cooperation on many fronts and I value that very much.
 
Eighty years ago, eighty years ago, Prime Minister, the civilized world stood with you in your darkest hour. This is our darkest hour. It’s the world’s darkest hour. We need to stand together and we will win. And this is why I support and value your support. And the fact that you’re here, we must win together.

That means it’s going to be a long war and we’ll need your continuous support, continuous support. There will be ups and downs. There will be difficulties. The people here are united, they’re prepared to take the necessary action. I’ve never seen the people of Israel as united, more united as they are now. But we need that unity across the board and continuous support as we prosecute and win this just war against the modern barbarians, the worst monsters on the planet. Thank you, Rishi, for coming here.""

British Prime Minister Sunak:

""Prime Minister, thank you for your warm words and for welcoming me to Israel. I’m just sorry to be here in such terrible circumstances. 

In the last two weeks, this country has gone through something that no country, no people, should have to endure, least of all Israel which has lived through some of the most awful scenes, the specter of violence and terrorism every day of its existence.

I want to share the deep condolences of the British people and stress that we absolutely support Israel’s right to defend itself in line with international law, to go after Hamas, to take back hostages, deter further incursions and to strengthen your security for the long-term.
 
Now, I know that you are taking every precaution to harming civilians in direct contrast to the terrorists of Hamas which seek to put civilians in harm’s way. 

But I also want to thank you for the support your government has given to the families of British nationals caught up in this horror, including your efforts to release the hostages, secure their release. And I know that we will continue to cooperate, particularly with regard to British nationals that are involved. 

We have seen the scenes over the past day that have shocked all of us, particularly at the hospital. And we mourn the loss of every innocent life, civilians of every faith, every nationality, who have been killed. And we also recognize that the Palestinian people are victims of Hamas too.

That is why I welcome your decision yesterday that you took to ensure that routes into Gaza will be open for humanitarian aid to enter. I’m glad that you made that decision. We will support it. We are increasing our aid to the region and we will look to get more support to people as quickly as we can.

The last thing for me to close on is this. You described this as Israel’s darkest hour. I am proud to stand here with you in Israel’s darkest hour. As your friend, we will stand with you in solidarity, we will stand with your people and we also want you to win"
18.10.2023,"Citizens of Israel, I would like to update you on several matters from my meeting with US President Joe Biden. Yesterday evening, before the US President left for Israel, I presented him with concrete proof that it was Islamic Jihad, and not the IDF, that had fired the missile that struck the hospital in Gaza. I directed our National Public Diplomacy Directorate and the IDF to disseminate this proof, and today the world knows the truth. It will also hear this from the UN Security Council.

This is the first time that a US President has come to Israel in wartime. I spoke with him about the horrors that we face, about the terrible pain of bereavement that has affected all of us, and about the daring of our citizens and the unity among us.

During the visit today, we achieved something of utmost importance that greatly contributes to our security: Immense security assistance for the State of Israel of an unprecedented scope, including assistance that further strengthens our war capabilities.

Regarding the captives, I clarified three things for President Biden: First, I demanded the return of our captives, and we are working together for their return in every possible way. Second, until their return, we demand Red Cross visits for our captives. Third, we will not allow humanitarian assistance in the form of food and medicines from our territory to the Gaza Strip.

President Biden came here with not just comforting and moving words, which touched the heart of the entire nation, but with deeds: In our meeting today, we agreed on actions that will ensure the continuation of our just war. We agreed on cooperation that will change the equation in all sectors, and will assist us in achieving our war aims.

Citizens of Israel, my brothers and sisters, the people of Israel live – and the people of Israel will win"
18.10.2023,"Sara Netanyahu, today, paid a condolence call on the Moreno family, which lost its son Itay, a soldier in the Maglan unit, who fell in battle with terrorists at Zikim.

Itay fell 17 years after his uncle, Lt.-Col. Emmanuel Moreno, fell. Thirty minutes before the battle at Zikim, Itay met his father Moshe, who came to the south to volunteer.

Mrs. Netanyahu embraced, and offered her support to, the family and heard from them stories about Itay's great heroism and his important contribution to Israel's security.

Sara Netanyahu sat with the parents, Moshe and Tami, the grandparents, Moshe and Margalit, and grandparents Ilan and Sylvia Moreno, who lost their grandson Itay several days ago and their son Emmanuel 17 years ago.

Mrs. Netanyahu then sat privately with the young widow, Gal, embraced her and offered her support, and heard about her husband, and the difficulties alongside her faith in the justice of our cause.
 
Sara Netanyahu:

""I met with an exemplary family, a family of heroes. Our common destiny binds our two families. On behalf of all citizens of Israel, I embraced them from the depths of my heart. We will always remember Itay, who was a hero of Israel just like his uncle Emmanuel.

I know that Emmanuel was raised on the story of the heroism of Yoni Netanyahu, and Itay was raised on the story of the heroism of Emmanuel Moreno. This is the chain of the generations and the heroism of our people, since the days of Joshua and the Maccabees. I know that many soldiers will study the story of Itay's heroism.

The people of Israel embrace you. The people of Israel will always be with you. May their memories be blessed and enshrined in our hearts forever"
18.10.2023,"Prime Minister Netanyahu to US President Biden: ""The road to victory will be long and hard, but united in purpose and with a deep sense of justice and the unbreakable spirit of our soldiers and our people, Israel will prevail.""

 US President Biden to Prime Minister Netanyahu: ""The United States stands with you in defense of that freedom, in pursuit of that justice and in support of that peace. Today, tomorrow and always.""

Prime Minister Netanyahu:

""Mr. President, you are meeting with our united war cabinet, united in resolve to lead Israel to victory.

This will be a different kind of war because Hamas is a different kind of enemy. While Israel seeks to minimize civilian casualties, Hamas seeks to maximize civilian casualties. Hamas wants to kill as many Israelis as possible and has no regard whatsoever to Palestinian lives. Every day, they perpetrate a double war crime: targeting our civilians while hiding behind their civilians, embedding themselves in the civilian population and using them as human shields.

We’ve seen the cost of this terrible double war crime against humanity that Hamas is perpetrating in the last 11 days. As Israel legitimately targets terrorists, civilians are unfortunately harmed. Hamas is responsible and should be held accountable for all civilian casualties.

We saw the cost of this terrible war crime yesterday when a rocket fired by Palestinian terrorists misfired and landed on a Palestinian hospital. The entire world was rightfully outraged but this outrage should be directed not at Israel but at the terrorists.

As we proceed in this war, Israel will do everything it can to keep civilians out of harm’s way. We’ve asked them and we will continue to ask them to move to safer areas.

We will continue to work with you, Mr. President, to assure that the minimum requirements are met and we will continue to work together to get our hostages out.

Mr. President, the road to victory will be long and hard, but united in purpose and with a deep sense of justice and the unbreakable spirit of our soldiers and our people, Israel will prevail.

Thank you, Mr. President.""

US President Biden:

""Well, thank you, Mr. Prime Minister. In the wake of Hamas’ appalling terrorist assault, it was brutal, inhumane, almost beyond belief what they did, this cabinet came together standing strong, standing united.

And I want you to know you are not alone. As I emphasized earlier, we will continue to have Israel’s back as you work to defend your people. We will continue to work with you and partners across the region to prevent more tragedy to innocent civilians.

Seventy-five years ago, your founders declared that this nation would be one based on freedom, justice and peace. Based on freedom, justice and peace. The United States stands with you in defense of that freedom, in pursuit of that justice and in support of that peace. Today, tomorrow and always. We promise you"
18.10.2023,"Mr. President, Joe,
I want to thank you for coming here today and for the unequivocal support you have given Israel during these trying times. A support that reflects the overwhelming will of the American people. I have seen your support every day in the depth and breath of cooperation that we have had since the beginning of this war. A level of cooperation that is truly unprecedented in the history of the great alliance between our two nations. We see that support in your steadfast commitment to provide Israel with the tools we need to defend ourselves, we see that support in the clear message you send our enemies not to test our resolve and in the two American carrier battle groups you sent into the region to back up those words with action. 

But above all, Mr. President, the world sees that support in the moral clarity that you have demonstrated from the moment that Israel was attacked. You have rightly drawn a clear line between the forces of civilization and the forces of barbarism. You described what Hamas did as sheer evil. It is exactly that. Hamas murdered children in front of their parents and parents in front of their children, they burnt people alive, they raped and murdered women, they beheaded soldiers, they searched for the secret hiding places where parents hid their children. Just imagine, Mr. President, the fear and the panic of those little children in their last moments as the monsters discovered, found out their secret hiding places. Hamas kidnapped women, children, elderly, Holocaust survivors. I know you share our outrage on this and I know you share our determination to bring these people back. 

On October 7th, Hamas murdered 1,400 Israelis. Maybe more. This is in a country of fewer than 10 million people. This would be equivalent to over 50,000 Americans murdered in a single day. That’s twenty 9/11s. That is why October 7th is another day that will live in infamy. 

Mr. President, you rightly said that Hamas is worse than ISIS. The German Chancellor, who visited here yesterday, said that Hamas were the new Nazis. You’re both right. And just as the civilized world united to defeat the Nazis and united to defeat ISIS, the civilized world must unite to defeat Hamas. I can assure you, Mr. President, Israel is united to defeat Hamas and we will defeat Hamas and remove this terrible threat from our lives. The forces of civilization will prevail, for our sake, for your sake, for peace and security in our region and in the world.
Mr. President, for the people of Israel there is only one thing better than having a true friend like you standing with Israel and that is having you standing in Israel. Your visit here is the first visit of an American president in Israel in a time of war. It is deeply, deeply moving. It speaks to the depth of your personal commitment to Israel. It speaks to the depth of your personal commitment to the future of the Jewish people and the one and only Jewish state. So I know I speak for all the people of Israel when I say thank you, Mr. President. Thank you for standing with Israel today, tomorrow and always"
17.10.2023,"Prime Minister Benjamin Netanyahu, today , at the Kirya in Tel Aviv, held a private meeting with German Chancellor Olaf Scholz. The leaders then issued statements to the media.

Prime Minister Netanyahu:

""Chancellor Scholz, thank you for coming to Israel. Thank you for your solidarity with Israel, you, the government of Germany, the people of Germany, in these trying times.

Eighty years ago, our people experienced the worst savagery in the history of humanity with the Nazi crimes against the Jewish people on the soil of Germany and Europe. I must tell you, my friend, that the savagery we witnessed perpetrated by the Hamas murderers coming out of Gaza were the worst crimes committed against Jews since the Holocaust: the decapitation of people, the shooting of little children with bound hands, the murder of children in front of their parents, the murder of parents in front of their children, the hiding of babies in the attic and the murderers who came to the attic to murder the babies, the rape and murder of women, the abduction of families, the tearing of grandmothers and Holocaust survivors into captivity, the death pits that remind of us of Babi Yar where jeeps surround the depression in the ground where they crowd young people in and they shoot them with machine guns. This is the savagery that we only remember from the Nazi crimes from the Holocaust.

Hamas are the new Nazis. Hamas is ISIS and in some instances, worse than ISIS. And just as the world united to defeat the Nazis, just as the world united to defeat ISIS, the world has to stand united behind Israel to defeat Hamas.

This is a part of an axis of evil: of Iran, Hezbollah and Hamas. Their goal, open goal, is to eradicate the State of Israel. The open goal of Hamas is to kill as many Jews as they could and the only difference is they would have killed every last one of us, murdered every last one of us if they could, they just don’t have the capacity, but they murdered an extraordinary 1,300 citizens which in American terms is many, many, many 9/11s.

 

So obviously we must take action to defeat Hamas to ensure that this doesn’t happen again. But this is not only our battle, it is our common battle. The battle of civilization against barbarism. And if it’s not stopped here, this savagery will reach you very soon and reach the entire world. We have a vested interest, an abiding interest, to make sure that doesn’t happen and it can only be achieved with the solidarity of the civilized world.

 

I hope and I believe that many, many around the world see ISIS for what it is and see Hamas for what it is, which is a reincarnation of ISIS.

 

We appreciate the fact that you came here to stand with us in this battle for the future of civilization.

 

Thank you, Chancellor.""

 

The Prime Minister added:

 

""Thank you, Chancellor. I appreciate all your statements, including your last reference to protecting the Jewish community. We discussed this in our conversation as well.

 

The question of the safety of civilians is something that is raised by Hamas' actions. Hamas is committing a double war crime. Not only is it targeting civilians with unprecedented savagery, it’s hiding by civilians, their own civilians.

We are calling on the civilians to leave Gaza, go south to safe zones and Hamas is preventing them often at gunpoint from doing so. Hamas wants to keep them there as a human shield and prevent the people from leaving and getting out of harm’s way.

It’s important that the entire world understands this. The responsibility for the civilians who are there, both the abducted people and both the people who are kept there at force, the citizens of our country, and the citizens of dozens of countries and the Palestinian civilians themselves, that responsibility sits squarely on the shoulders of the Hamas war criminals.

They’re committing a double war crime: attacking civilians, hiding behind civilians as human shields. The entire world should condemn it and should support Israel in its just war.

Thank you very much, Chancellor"
17.10.2023,"Prime Minister Benjamin Netanyahu, today, visited the IDF General Staff Reconnaissance Unit base in southern Israel where he was briefed by the Unit commander on its activity in the war up until now and on its future operations. The Prime Minister also spoke with the soldiers and consoled them on the loss of their comrades.

Prime Minister Netanyahu:

""The entire country stands behind you, and you stand for each other. I know that together we will do the right thing. It will take time but in the end it is the frontline and the fighting, and this fighting will be conducted with great force in the coming days. I want you to know that we rely on you, believe in you and support you, and I know that you will do the work. Well done"
17.10.2023,"Prime Minister Benjamin Netanyahu, today, at the Prime Minister's Office, met with Romanian Prime Minister Marcel Ciolacu.

The two leaders first held an expanded meeting. Participating from the Israeli side were the Prime Minister's Chief of Staff, the Prime Minister's Office Director General, the Prime Minister's Foreign Policy Adviser and the Israeli Ambassador to Romania. Participating for the Romanian side were the Defense Minister, the Foreign Minister, MP Silviu Vexler and the Romanian Ambassador to Israel.

Prime Minister Netanyahu:

""Mr. Prime Minister, we very much appreciate your coming here to be with the people of Israel. You stand with Israel and you stand in Israel at the time of great turmoil. Romania has already been a friend of Israel but friends are tested in times of need. There is a need now for the support of all the European countries for Israel's just battle against these barbarians, these savages who broke every norm.

They are really the new Nazis. They murdered children, they beheaded young people, they burnt them alive, they raped and murdered women, they kidnapped old people, they murdered little children in front of their families and murdered the parents in front of their children. There was no mercy. There were death pits. There were killings of people who were hiding in attics. This is exactly like Babi Yar. It's as though Anne Frank comes back, the story. The horror is the same horror.

But we have today, unlike the Holocaust, we have a state and an army and a people that can fight back. We are not fighting just our war, we're fighting the war of all civilized countries and all civilized peoples. And just as the civilized world united in fighting the Nazis, united in fighting Daesh, ISIS, then the civilized world should unite behind Israel in fighting and eradicating Hamas.

I appreciate your solidarity in this time for this goal that serves our common civilization. We'll do everything in our power to assist the removal or the exit of your nationals from Gaza to the extent that is possible obviously.

The quest for peace in the Middle East is something we share. Such a peace will only be possible if this caliphate, this Daesh caliphate, is destroyed. Nobody can make peace with Daesh, nobody can make peace with Al Qaida and nobody could make peace with the Nazis. They have to be defeated. Then we have the peace.""

Romanian Prime Minister Ciolacu :

""Mr. Prime Minister, first and foremost, we wanted to show you that friends show their solidarity in practice. This is why Romania is standing with Israel, today, here. Romanian society, Israelis in Romania and the Romanians in Israel are all crying about the situation, the horrible situation that the State of Israel is at as a result of the attack by the terrorist organization Hamas. We express our condolences for the people who lost their lives and unfortunately amongst the injured were also Romanians.

We condemn what has happened in Israel and also the terrorist organization Hamas which is acting the way it's acting with its means to reach its goals in such a savage way.

This is why the Romanian parliament was the first parliament in Europe to have, with both chambers, a commonly agreed statement in support of the State of Israel. This is why Romania is asking for the international community not only to act on the people who are being held hostages by the Hamas terrorist organization.

This is why, in accordance with humanitarian law, I told Prime Minister Netanyahu that Israel is in its full right to defend itself against such atrocities. I'm making an appeal also to the international community, to make sure they can support the opening of human corridors to make sure that the innocent are truly capable of being taken out of that situation"
17.10.2023,"Prime Minister Benjamin Netanyahu, today, at the opening of the Winter Assembly of the 25th Knesset's Second Session :
 
""This is a moment of genuine struggle against those who have risen up against us to destroy us. Our goal is victory – a crushing victory over Hamas, toppling its regime and removing its threat to the State of Israel once and for all.
 
There are many questions about the disaster that befell us ten days ago. We will investigate everything thoroughly. We have already begun to apply immediate lessons. However, now we are focused on one goal: Uniting our forces and storming forward to victory.
 
To this end, determination is required because victory will take time. There will be difficult moments. There will be pitfalls. Sacrifice will be necessary. But we will win because this is our very existence in this region, in which there are many dark forces.
 
Hamas is part of the axis of evil of Iran, Hezbollah and their minions. They seek to destroy the State of Israel and murder us all. They want to return the Middle East to the abyss of the barbaric fanaticism of the Middle Ages, whereas we want to take the Middle East forward to the heights of progress of the 21st century.
 
 We saw this in the horrors that the reprehensible murderers perpetrated in Kibbutz Be'eri, in Kfar Aza, in the other communities of the area adjacent to the Gaza Strip, and in the killing field of young people at a festival in Re'im.
 
Many people around the world now understand who stands against Israel. They understand that Hamas is ISIS. They understand that Hamas is the new version of Nazism. Just as the world united to defeat the Nazis and ISIS, so too will it unite to defeat Hamas.
 
I tell our friends in the enlightened world: Our war is also your war. If we do not stand together in a united front, it will reach you as well.
 
We have a message for Iran and Hezbollah: Do not test us in the north. Do not repeat your previous mistake because the price you will pay will be much worse.
 
President Biden told you in English: 'Don’t do it.' I tell you in Hebrew: Be careful.
 
We have gone to war. We will win. We will not stop until victory"
14.10.2023,"Prime Minister Netanyahu:
""Citizens of Israel, Shabbat Shalom.

Shabbat shalom to our forces deployed across the country who are celebrating the Sabbath in the field, far from home.

Today, we all understand that we are fighting for our home. And we are all fighting tooth and nail: soldiers, police officers, citizens, security forces, health personnel and rescue teams — and Israel's citizens, with your extraordinary volunteering spiring that has touched the entire world.

We are all mobilized, we are all united. Stories of the heroic acts of our people in these dark days of pain and grief, of that cursed Saturday, will be told for years to come. Stories that will become an integral part of the history of Israel.

We will never forget the horrific acts perpetrated against us by our enemies.

I spoke today with bereaved families and families whose loved ones are still unaccounted for. Their world has collapsed. I know.

We will never forget the horrific acts perpetrated by our enemies, and we will never forgive. We will not allow the world, or anyone, to forget these horrors, the likes of which the Jewish people have not endured in decades.

We are pounding our enemies with unprecedented force, and I stress, this is only the beginning. Our enemies have only just begun to pay the price. I will not detail our plans, but I tell you, this is only the beginning.

In my phone calls with President Biden and other world leaders, and through many other efforts, we are securing vast international support for Israel. Earlier today I met with the US secretary of state. We are ensuring that the war will continue through munitions and weapons that are en route to Israel.

We will obliterate Hamas, we will triumph. It might take time, but we will end this war stronger than ever. ""May the Almighty cause the enemies who rise up against us to be struck down before them.""

Shabbat Shalom"
13.10.2023,"Prime Minister Benjamin Netanyahu is currently meeting with US Secretary of Defense Lloyd Austin at the Kirya in Tel Aviv.

Prime Minister Netanyahu at the start of their meeting:

""I'm very happy to see you today. I'm very appreciative of the strong stance of the President, you, Secretary Blinken, the American people and the American government.

Hamas is ISIS, and I think what you said and in many ways the President has said, in many ways Hamas is worse than ISIS. And just as the entire civilized world united to fight ISIS, the united civilized world has to unite to help us fight Hamas. I know that you stand with us and I appreciate it mightily.""

US Secretary of Defense Austin:

""We're with you, Mr. Prime Minister. As the President said, we have your back. And it's an awful week. Disgusting acts by this terrorist group. And as you know, I was the guy that initially put the ISIS campaign together. And I know a lot about ISIS, and this is worse than what I saw with ISIS. We do stand with you, Mr. Prime Minister"
12.10.2023,"Prime Minister Benjamin Netanyahu, at the Knesset this evening :

""I have just come from the IDF 98th Division. This is one of the IDF elite units. On the way, on the road leading to the base, I saw a very long row of cars, not on the road but on the shoulders. The cars were parked there by the reservists, many of whom were not even called up, they called themselves up. 130% turnout, the officer responsible told me. I went into the base, to the small and crowded command center, with screens featuring maps of the Gaza Strip.

I met there with the division commander, who had fire in his eyes, level-headedness and a burning fighting spirit together. He and his officers were sitting there and they told me what they were going through. They reported to the base, geared up, went out immediately, some in their private cars. They reached the communities in the area around the Gaza Strip, were hit, their comrades fell but they continued to fight. More of their comrades fell but they continued to fight. They stormed the enemy, eliminated them but sometimes were eliminated. The stories of their heroism are simply amazing.

From the depths of our hearts, we embrace the families who have lost loved ones, the families of the victims, of the fallen, of the murdered and, of course, the families of the abducted. The pain is so great that sometimes it seems that it is too heavy to bear and the grief is also very heavy. It is felt in every home. To all of the families, we send a loving embrace and heartfelt support. I receive regular updates from the person I appointed to be responsible on the issue of the abductees, Brig.-Gen. (Ret.) Gal Hirsch, who is in constant contact with the families. We will not slacken in the effort to bring them back home. At the same time, we are united in the same great determination against the abhorrent and murderous enemy.

Our marvelous soldiers, conscripts and reservists, came out in vast numbers, many from overseas in packed planes because they understand that this is the moment of truth. This truly is a war over home and it must end with one thing – complete victory and the smashing and elimination of Hamas.

Hamas is ISIS and the world that was outraged by ISIS and Al-Qaida after 9/11, formed an international coalition to eliminate this blight. Nobody said 'Let's meet with the representatives of ISIS or Al-Qaida. Nobody said 'Let's give them an office in our country.' Therefore, I said today – there is no such office and if there are countries that maintain their presence, get rid of them, vomit them out of the countries of the world. Vomit them out. Whoever does not do this, sanction them. This is the outward message of the force – the joint stand that I see here in this house, of the leadership of the state and of the people, and it shows our enemies that there is no fragmentation among us, no fissures, no weakness, but rather, the exact opposite.

MKs, citizens of Israel, our people is among the world's oldest. During the thousands of years of our existence we have met countless challenges. We have known suffering. We have known pain more than any other people but we never surrendered. Strength of will and endurance are synonyms for the Jewish people. We will also meet this current test, even though it is almost too difficult to bear. The Shabbat of the 7th of October will be etched as a cursed and dark day in the annals of nations. For us, the Jewish people, it is the most harrowing day since the Holocaust.

But we are not in the Warsaw Ghetto. We are planted deep in the soil of our homeland, the soil of Israel. But the lessons of the Warsaw Ghetto 80 years ago are etched in our national memory. Against the enemy who sought to annihilate, kill and destroy, two competing Jewish organizations, one from the left and one from the right, did not see fit to unite at the moment of truth. Each one insisted on acting alone. The end is well-known. It could be that this end was inevitable but they did not have to reach it that way.

Today, we are facing the same enemy. I have always said and reiterated every time there was a terrorist attack or a murder perpetrated by Hamas or one of the other organizations, I said this when the family was murdered in their car or a bus was blown up, I said – this individual case teaches a general rule. If they could, they would murder all of us. Then the intentions and the enemy were the same. But today, against the enemy, with the ancient command 'Remember what Amalek did to you' ringing in our ears, today we are uniting forces in order to ensure the eternity of Israel.

We have a strong country, a strong government, a strong people and a strong military with a sense of mission and a clinging to that mission, both on the frontline and on the home front. We have faith in our path. We will find these accursed murders, these human beasts, with full force and we will defeat them. We will wipe them off the face of the earth. The time will come when we will rebuild the destroyed communities. We will rebuild the area around the Gaza Strip and we will restore it as a flourishing and prosperous area.

On your behalf, of each and every one of you, I would like to stand by our soldiers, our police officers and those serving in the security, rescue and medical forces, the endless volunteers, and I commend you, wonderful citizens of Israel. You move me, you move us all, with your genuine love for our soldiers and your acts of heroism and loving-kindness.

My friends, difficult days await us but we will not be deterred and we will not give in. The sword of David has been pulled from the scabbard and the bow of Jonathan will not go back. I am certain that from the 'Swords of Iron"" war, we will emerge stronger than ever. As Proverbs 27:17 tells us: 'Iron sharpens iron; so a man sharpens the countenance of his friend.'

Together, with G-d's help, we will ensure the complete victory"
12.10.2023,"Prime Minister Benjamin Netanyahu, today (Thursday, 12 October 2023), visited the IDF 98th Division and heard about the stubborn and daring combat of the paratroop and commando soldiers and officers – conscripts and reservists – in the area around the Gaza Strip, under the command of 98th Division Commander Brig.-Gen. Dan Goldfus, who was among the first commanders who went to the sector and directed the combat from its first minutes until the decision.

The Prime Minister was also briefed by the division commander and his team on the operational plans, the division's tools and capabilities and its operational readiness in all sectors.

Prime Minister Netanyahu:

""I am here with the soldiers and commanders of the 98th Division, lions! Lions! People and lions. They experienced the most difficult ordeal, left everything at home, came here, parked here on the road, kilometers, geared up, went into the field, fought like lions against indescribable horrors and continued to fight, fell, got up, and the spirit I met here is incredible.

I sat here with the senior commanders and now here with the soldiers and commanders. 'Mr. Prime Minister, give us freedom of action.' This is what they are saying. 'Give us the freedom to act. We will crush them and we will ensure the future of the State of Israel. You have the best here, the best.' You are genuine heroes.

I salute you, each one of you, I salute you. Know that the entire people of Israel stands behind you. This is no empty phrase. The people of Israel stand behind you, relies on you and together we will win. Today, after you visit here, you will know how true this is and how correct, and you will know that this is what will be. Thank you all, thank you"
12.10.2023,"Prime Minister Benjamin Netanyahu is currently meeting with US Secretary of State Antony Blinken at the Kirya in Tel Aviv,
 
At the start of the expanded meeting, Prime Minister Netanyahu thanked Secretary of State Blinken for his statement: 'We are here; we are not going anywhere'.
 
Also participating in the meeting were Foreign Affairs Minister Eli Cohen, Strategic Affairs Minister Ron Dermer, the Prime Minister's Chief of Staff, the Director of the National Security Council, the Prime Minister's Military Secretary, the Israeli Ambassador to the US and the Prime Minister's Foreign Policy Adviser. Among those attending for the American side were the Acting US Ambassador to Israel, the Assistant Secretary of State for Near Eastern Affairs, and the Diplomatic Adviser.
 
Afterwards, Prime Minister Netanyahu and US Secretary of State Blinken will meet privately and then issue statements to the media"
10.10.2023,"Israel is at war.
We didn’t want this war.
It was forced upon us in the most brutal and savage way. 
But though Israel didn’t start this war, Israel will finish it.

Once, the Jewish people were stateless.
Once, the Jewish people were defenseless. 
No longer. 

Hamas will understand that by attacking us, they have made a mistake of historic proportions. We will exact a price that will be remembered by them and Israel’s other enemies for decades to come. 

The savage attacks that Hamas perpetrated against innocent Israelis are mindboggling: slaughtering families in their homes, massacring hundreds of young people at an outdoor festival, kidnapping scores of women, children and elderly, even Holocaust survivors. 

Hamas terrorists bound, burned and executed children.

They are savages.

Hamas is ISIS.

And just as the forces of civilization united to defeat ISIS, the forces of civilization must support Israel in defeating Hamas.

I want to thank President Biden for his unequivocal support.

I want to thank leaders across the world who are standing with Israel today.

I want to thank the people and Congress of the United States of America. 

In fighting Hamas, Israel is not only fighting for its own people.
It is fighting for every country that stands against barbarism.

Israel will win this war, and when Israel wins, the entire civilized world wins"
